"Customer Purchase Or","Overall status","Item category","Material group","Material - Model Number (Key)"
"102-0008173-006","A","FIS Return Item","Capital","BF-XP190"
"102-0008173-006","C","FIS Return Item","Capital","OEV-191H"
"102-0008173-007","A","FIS Return Item","Capital","CF-HQ190L"
"102-0008173-007","A","FIS Return Item","Capital","SSD-ALPHA10"
"102-0008173-007","C","FIS Return Item","Capital","CF-HQ190L"
"102-0008173-007","C","FIS Return Item","Capital","GIF-H190"
"102-0008173-007","C","FIS Return Item","Capital","GIF-XP180N"
"102-0008173-007","C","FIS Return Item","Capital","GIF-1TQ160"
"102-0008173-007","C","FIS Return Item","Capital","JF-140F"
"102-0008173-007","C","FIS Return Item","Capital","GF-UC140P-AL5"
"102-0008753-035","A","OP Sales Item","Capital","CYF-VH"
"102-0008753-035","A","OP Sales Item","Multi-Disposable","NM-101C-0427"
"102-0008753-035","C","OP Sales Item","Accessory","FB-19SX-1"
"102-0008753-035","C","OP Sales Item","Accessory","FG-53SX-1"
"102-0008753-035","C","OP Sales Item","Accessory","FG-24SX-1"
"102-0008753-035","C","OP Sales Item","Multi-Disposable","MH-507"
"102-0008753-035","C","OP Sales Item","Multi-Disposable","BW-15B"
"102-0008753-037","C","OP Sales Item","Capital","LTF-S190-5"
"102-0008753-037","C","OP Sales Item","Accessory","MAJ-172"
"102-0008753-037","C","OP Sales Item","Single-Disposable","WA58030Q"
"102-0008753-037","C","OP Sales Item","Multi-Disposable","WA68100A"
"102-0008753-037","C","OP Sales Item","Multi-Disposable","WA68105A"
"102-0008753-037","C","OP Sales Item","Multi-Disposable","WA68180A"
"102-0008891-013SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"102-0008891-013SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"102-0009128-034","A","FIS Return Item","Capital","LMD-2451MD/HD"
"102-0009128-034","A","FIS Return Item","Capital","OEP-5"
"102-0009128-034","C","FIS Return Item","Capital","CLV-180"
"102-0009128-034","C","FIS Return Item","Capital","CV-180"
"102-0009128-034","C","FIS Return Item","Capital","OTV-S7PROH-HD-12E"
"102-0009128-034","C","FIS Return Item","Capital","BF-1T180"
"102-0009128-034","C","FIS Return Item","Capital","LMD-2451MD/HD"
"102-0009128-034","C","FIS Return Item","Capital","OEP-5"
"102-0009128-077","C","OP Sales Item","Capital","OTV-S7PROH-HD-10E"
"102-0009128-077","C","OP Sales Item","Capital","CYF-VH"
"102-0009128-077","C","OP Sales Item","Capital","URF-V2"
"102-0009128-077","C","OP Sales Item","Capital","WA02944A"
"102-0009128-077","C","OP Sales Item","Capital","WA02946A"
"102-0009128-077","C","OP Sales Item","Capital","WA2T412A"
"102-0009128-077","C","OP Sales Item","Capital","WA2T430A"
"102-0009128-077","C","OP Sales Item","Capital","WA2T470A"
"102-0009128-077","C","OP Sales Item","Accessory","00121"
"102-0009128-077","C","OP Sales Item","Accessory","00122"
"102-0009128-077","C","OP Sales Item","Accessory","00123"
"102-0009128-077","C","OP Sales Item","Accessory","00124"
"102-0009128-077","C","OP Sales Item","Accessory","00129"
"102-0009128-077","C","OP Sales Item","Accessory","03664"
"102-0009128-077","C","OP Sales Item","Accessory","75U"
"102-0009128-077","C","OP Sales Item","Accessory","A20914A"
"102-0009128-077","C","OP Sales Item","Accessory","A20924A"
"102-0009128-077","C","OP Sales Item","Accessory","A20976A"
"102-0009128-077","C","OP Sales Item","Accessory","A20977A"
"102-0009128-077","C","OP Sales Item","Accessory","A20978A"
"102-0009128-077","C","OP Sales Item","Accessory","A22021A"
"102-0009128-077","C","OP Sales Item","Accessory","A22022A"
"102-0009128-077","C","OP Sales Item","Accessory","A22041A"
"102-0009128-077","C","OP Sales Item","Accessory","A22042A"
"102-0009128-077","C","OP Sales Item","Accessory","A22052A"
"102-0009128-077","C","OP Sales Item","Accessory","A22053A"
"102-0009128-077","C","OP Sales Item","Accessory","A22071A"
"102-0009128-077","C","OP Sales Item","Accessory","A22072A"
"102-0009128-077","C","OP Sales Item","Accessory","A22081A"
"102-0009128-077","C","OP Sales Item","Accessory","A22085A"
"102-0009128-077","C","OP Sales Item","Accessory","A22086A"
"102-0009128-077","C","OP Sales Item","Accessory","A5976"
"102-0009128-077","C","OP Sales Item","Accessory","WA03300A"
"102-0009128-077","C","OP Sales Item","Accessory","WA05970A"
"102-0009128-077","C","OP Sales Item","Accessory","WA22367A"
"102-0009128-078","C","Sales Return Item","Capital","URF-V"
"102-0009128-080","C","OP Sales Item","Capital","TJF-Q180V"
"102-0009280-002","A","FIS Return Item","Capital","CF-HQ190L"
"102-0009280-002","A","FIS Return Item","Capital","PCF-H190L"
"102-0009280-002","A","FIS Return Item","Capital","GIF-HQ190"
"102-0009280-003","A","Lease Trade-In Ret.","Capital","OFP"
"102-0009280-003","A","Lease Trade-In Ret.","Capital","OEV-261H"
"102-0009280-003","C","Lease Trade Value","Capital","OFP"
"102-0009280-003","C","Lease Trade Value","Capital","OEV-261H"
"102-0009280-003","C","OP Sales Item","Capital","OFP-2"
"102-0009280-003","C","OP Sales Item","Capital","CF-HQ190L"
"102-0009280-003","C","OP Sales Item","Capital","GIF-HQ190"
"102-0009280-003","C","OP Sales Item","Capital","OEV-262H"
"102-0009280-003","C","OP Sales Item","Capital","PCF-H190DL"
"102-0009280-003","C","OP Sales Item","Single-Disposable","ARV110"
"102-0009280-003","C","Pric.at Item Level","Capital","PCF-H190DL-ECV110"
"102-0009521-006","A","Lease Trade-In Ret.","Capital","OEV-261H"
"102-0009521-006","C","Lease Trade Value","Capital","OEV-261H"
"102-0009521-006","C","OP Sales Item","Capital","CF-HQ190L"
"102-0009521-006","C","OP Sales Item","Capital","GIF-HQ190"
"102-0009521-006","C","OP Sales Item","Capital","OEV-262H"
"102-0009521-006","C","OP Sales Item","Capital","PCF-H190DL"
"102-0009521-006","C","OP Sales Item","Capital","AC-110MD"
"102-0009577-005","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"102-0009577-005","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"102-0009577-005","C","OP Sales Item","Accessory","MAJ-865"
"102-0009577-005","C","Install Item","Capital","OER-PRO"
"102-0009577-006","C","OP Sales Item","Capital","K10021769"
"102-0009577-006","C","OP Sales Item","Capital","OEV-262H"
"102-0009577-006SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"102-0009577-006SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"102-0009903-003","A","FIS Return Item","Capital","GIF-H180"
"102-0009903-003","C","FIS Return Item","Capital","CF-H180AL"
"102-0009903-003","C","FIS Return Item","Capital","GIF-H180"
"102-0010039-010","A","FIS Return Item","Capital","OEV-261H"
"102-0010039-010","A","FIS Return Item","Capital","CF-HQ190L"
"102-0010039-010","A","FIS Return Item","Capital","PCF-H190L"
"102-0010039-010","A","FIS Return Item","Capital","GIF-HQ190"
"102-0010039-010","A","FIS Return Item","Capital","GIF-1TQ160"
"102-0010039-011","A","FIS Return Item","Capital","OEV-261H"
"102-0010039-011","A","FIS Return Item","Capital","CF-HQ190L"
"102-0010039-011","A","FIS Return Item","Capital","PCF-H190L"
"102-0010039-011","A","FIS Return Item","Capital","GIF-HQ190"
"102-0010316-003","A","FIS Return Item","Capital","GIF-HQ190"
"102-0010316-003","C","FIS Return Item","Capital","OEV-261H"
"102-0010316-003","C","FIS Return Item","Capital","CF-HQ190L"
"102-0010316-003","C","FIS Return Item","Capital","GIF-HQ190"
"102-0010316-005","C","OP Sales Item","Capital","CF-HQ190L"
"102-0010316-005","C","OP Sales Item","Capital","GIF-HQ190"
"102-0010316-005","C","OP Sales Item","Capital","LMD-X310ST"
"102-0010316-005","C","OP Sales Item","Accessory","MAJ-2020"
"102-0010639-089","A","Lease Trade-In Ret.","Accessory","COMPEXCHANGE"
"102-0010639-089","C","Lease Trade Value","Accessory","COMPEXCHANGE"
"102-0010639-089","C","OP Sales Item","Capital","TC-C2-PS"
"102-0010639-089","C","OP Sales Item","Capital","OTV-S190"
"102-0010639-089","C","OP Sales Item","Capital","CLV-S190"
"102-0010639-089","C","OP Sales Item","Capital","CYF-VH"
"102-0010639-089","C","OP Sales Item","Capital","LMD-2110MD/OL"
"102-0010639-089","C","OP Sales Item","Accessory","MAJ-197"
"102-0010639-089","C","OP Sales Item","Accessory","WA05970A"
"102-0010639-090","C","OP Sales Item","Capital","K10021612"
"102-0010639-090","C","OP Sales Item","Capital","CV-190"
"102-0010639-090","C","OP Sales Item","Capital","CLV-190"
"102-0010639-090","C","OP Sales Item","Capital","CYF-VHR"
"102-0010639-090","C","OP Sales Item","Capital","OEV-262H"
"102-0010639-090","C","OP Sales Item","Capital","UP-25MD"
"102-0010639-090","C","OP Sales Item","Accessory","MAJ-885"
"102-0010639-090","C","OP Sales Item","Accessory","HDVC-6-1"
"102-0010639-090","C","OP Sales Item","Accessory","HDVC-12-1"
"102-0010639-090","C","OP Sales Item","Single-Disposable","MAJ-1642"
"102-0010639-090SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"102-0010639-090SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"102-0010639-091","C","OP Sales Item","Capital","K10021612"
"102-0010639-091","C","OP Sales Item","Capital","CV-190"
"102-0010639-091","C","OP Sales Item","Capital","CLV-190"
"102-0010639-091","C","OP Sales Item","Capital","OEV-262H"
"102-0010639-091","C","OP Sales Item","Capital","UP-25MD"
"102-0010639-091","C","OP Sales Item","Accessory","MAJ-885"
"102-0010639-091","C","OP Sales Item","Accessory","HDVC-12-1"
"102-0010639-091","C","OP Sales Item","Single-Disposable","MAJ-1642"
"102-0012994-006","A","Lease Trade-In Ret.","Capital","CV-190"
"102-0012994-006","A","Lease Trade-In Ret.","Capital","CLV-190"
"102-0012994-006","A","Lease Trade-In Ret.","Capital","CF-HQ190L"
"102-0012994-006","A","Lease Trade-In Ret.","Capital","PCF-H190L"
"102-0012994-006","A","Lease Trade-In Ret.","Capital","GIF-H190"
"102-0012994-006","C","Lease Trade Value","Capital","CV-190"
"102-0012994-006","C","Lease Trade Value","Capital","CLV-190"
"102-0012994-006","C","Lease Trade Value","Capital","CF-HQ190L"
"102-0012994-006","C","Lease Trade Value","Capital","PCF-H190L"
"102-0012994-006","C","Lease Trade Value","Capital","GIF-H190"
"102-0012994-006","C","OP Sales Item","Capital","CV-190"
"102-0012994-006","C","OP Sales Item","Capital","CLV-190"
"102-0012994-006","C","OP Sales Item","Capital","CF-HQ190L"
"102-0012994-006","C","OP Sales Item","Capital","GIF-H190"
"102-0012994-006","C","OP Sales Item","Capital","PCF-H190DL"
"102-0012994-006","C","OP Sales Item","Accessory","MAJ-1918"
"102-0012994-006","C","OP Sales Item","Accessory","MAJ-1916"
"102-0013195-011","A","FIS Return Item","Capital","LMD-2450MD"
"102-0013195-011","C","FIS Return Item","Capital","OEV-261H"
"102-0013195-011","C","FIS Return Item","Capital","LMD-2450MD"
"102-0013195-014","A","FIS Return Item","Capital","LMD-2450MD"
"102-0013195-014","C","FIS Return Item","Capital","LMD-2450MD"
"102-0013771-004","C","FIS Return Item","Capital","GIF-XP160"
"102-0013771-004","C","FIS Return Item","Capital","OFP"
"102-0013771-004","C","FIS Return Item","Capital","CF-HQ190L"
"102-0013771-004","C","FIS Return Item","Capital","PCF-H190L"
"102-0013771-004","C","FIS Return Item","Capital","GIF-HQ190"
"102-0013771-004","C","FIS Return Item","Capital","OEP-4"
"102-0014192-010","C","FIS Return Item","Capital","BF-UC180F"
"102-0014691-002","A","Lease Trade-In Ret.","Capital","PCF-H180AL"
"102-0014691-002","C","Lease Trade-In Ret.","Capital","PCF-Q180AL"
"102-0014691-002","C","Lease Trade-In Ret.","Capital","CF-H180AL"
"102-0014691-002","C","Lease Trade-In Ret.","Capital","GIF-H180"
"102-0014691-002","C","Lease Trade-In Ret.","Capital","PCF-H180AL"
"102-0014691-002","C","Lease Trade Value","Capital","PCF-Q180AL"
"102-0014691-002","C","Lease Trade Value","Capital","CF-H180AL"
"102-0014691-002","C","Lease Trade Value","Capital","GIF-H180"
"102-0014691-002","C","Lease Trade Value","Capital","PCF-H180AL"
"102-0014691-002","C","Cert Pre Owned Item","Capital","CF-HQ190L"
"102-0014691-002","C","Cert Pre Owned Item","Capital","PCF-H190L"
"102-0014691-002","C","Cert Pre Owned Item","Capital","GIF-HQ190"
"102-0014691-002","C","Cert Pre Owned Item","Capital","GIF-XP190N"
"102-0016888-001","A","Sales Return Item","Capital","URF-P5"
"102-0016888-001","C","Sales Return Item","Capital","URF-P5"
"102-0017324-003","C","OP Sales Item","Capital","OFP-2"
"102-0017324-003","C","OP Sales Item","Capital","K10022086"
"102-0017324-003","C","OP Sales Item","Capital","MAJ-1430"
"102-0017324-003","C","OP Sales Item","Capital","UCR"
"102-0017324-003","C","OP Sales Item","Capital","CV-190"
"102-0017324-003","C","OP Sales Item","Capital","CLV-190"
"102-0017324-003","C","OP Sales Item","Capital","CF-HQ190L"
"102-0017324-003","C","OP Sales Item","Capital","GIF-H190"
"102-0017324-003","C","OP Sales Item","Capital","BF-1TH190"
"102-0017324-003","C","OP Sales Item","Capital","TJF-Q180V"
"102-0017324-003","C","OP Sales Item","Capital","GF-UE160-AL5"
"102-0017324-003","C","OP Sales Item","Capital","GF-UCT180"
"102-0017324-003","C","OP Sales Item","Capital","OEV-262H"
"102-0017324-003","C","OP Sales Item","Capital","OEP-5"
"102-0017324-003","C","OP Sales Item","Accessory","MAJ-884"
"102-0017324-003","C","OP Sales Item","Accessory","MAJ-902"
"102-0017324-003","C","OP Sales Item","Accessory","MAJ-1918"
"102-0017324-003","C","OP Sales Item","Accessory","MAJ-1916"
"102-0017324-003","C","OP Sales Item","Accessory","OL-0015-07"
"102-0017324-003SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"102-0017324-003SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"102-0017332-001","C","Sales Return Item","Accessory","OL-0014-02"
"102-0017635-001","A","OP Sales Item","Capital","K10023340"
"102-0017635-001","A","OP Sales Item","Capital","MAJ-1430"
"102-0017635-001","A","OP Sales Item","Capital","CF-HQ190L"
"102-0017635-001","A","OP Sales Item","Capital","GIF-HQ190"
"102-0017635-001","A","OP Sales Item","Capital","GIF-H190"
"102-0017635-001","A","OP Sales Item","Capital","OEV-262H"
"102-0017635-001","A","OP Sales Item","Capital","PCF-H190DL"
"102-0017635-001","A","OP Sales Item","Accessory","MAJ-1918"
"102-0017635-001","A","OP Sales Item","Accessory","MAJ-1916"
"102-0017635-001","A","OP Sales Item","Accessory","FLP-0002-17C"
"102-0017635-001","A","OP Sales Item","Accessory","OL-0015-07"
"102-0017635-001","A","OP Sales Item","Accessory","CV-SDI-25"
"102-0017635-001","A","OP Sales Item","Accessory","55645L25-1"
"102-0017635-001","C","Cert Pre Owned Item","Capital","CV-190"
"102-0017635-001","C","Cert Pre Owned Item","Capital","CLV-190"
"102-0017647-001","A","Lease Trade-In Ret.","Accessory","COMPEXCHANGE"
"102-0017647-001","A","OP Sales Item","Capital","IS40960"
"102-0017647-001","A","Sales Return Item","Capital","IS40960"
"102-0017647-001","A","Oly.Third Party Item","Accessory","ISM-NCARESWCONFIG"
"102-0017647-001","C","Lease Trade Value","Accessory","COMPEXCHANGE"
"102-0017647-001","C","OP Sales Item","Capital","OFP-2"
"102-0017647-001","C","OP Sales Item","Capital","K10021611"
"102-0017647-001","C","OP Sales Item","Capital","UCR"
"102-0017647-001","C","OP Sales Item","Capital","CV-190"
"102-0017647-001","C","OP Sales Item","Capital","CLV-190"
"102-0017647-001","C","OP Sales Item","Capital","GIF-H190"
"102-0017647-001","C","OP Sales Item","Capital","OEV-262H"
"102-0017647-001","C","OP Sales Item","Capital","PCF-H190DL"
"102-0017647-001","C","OP Sales Item","Capital","IS50055"
"102-0017647-001","C","OP Sales Item","Capital","IS40960"
"102-0017647-001","C","OP Sales Item","Accessory","MAJ-1664"
"102-0017647-001","C","OP Sales Item","Accessory","MAJ-1918"
"102-0017647-001","C","OP Sales Item","Accessory","MAJ-1951"
"102-0017647-001","C","OP Sales Item","Accessory","IS40925"
"102-0017647-001","C","OP Sales Item","Accessory","OL-0015-10"
"102-0017647-001","C","Non-stock Item","Accessory","IS01401"
"102-0017657-001","A","Lease Trade-In Ret.","Capital","GIF-XP160"
"102-0017657-001","A","Lease Trade-In Ret.","Capital","GIF-2T160"
"102-0017657-001","A","Lease Trade-In Ret.","Capital","CLV-180"
"102-0017657-001","A","Lease Trade-In Ret.","Capital","CV-180"
"102-0017657-001","A","Lease Trade-In Ret.","Capital","GIF-Q180"
"102-0017657-001","A","Lease Trade-In Ret.","Capital","GIF-H180J"
"102-0017657-001","A","Lease Trade-In Ret.","Capital","CF-Q180AL"
"102-0017657-001","A","Lease Trade-In Ret.","Capital","CF-H180AL"
"102-0017657-001","A","Lease Trade-In Ret.","Capital","GIF-H180"
"102-0017657-001","A","Lease Trade-In Ret.","Capital","PCF-H180AL"
"102-0017657-001","A","OP Sales Item","Capital","OBCU"
"102-0017657-001","A","OP Sales Item","Capital","SIF-Q180"
"102-0017657-001","A","OP Sales Item","Accessory","OL-0015-02"
"102-0017657-001","C","Lease Trade Value","Capital","GIF-XP160"
"102-0017657-001","C","Lease Trade Value","Capital","GIF-2T160"
"102-0017657-001","C","Lease Trade Value","Capital","CLV-180"
"102-0017657-001","C","Lease Trade Value","Capital","CV-180"
"102-0017657-001","C","Lease Trade Value","Capital","GIF-Q180"
"102-0017657-001","C","Lease Trade Value","Capital","GIF-H180J"
"102-0017657-001","C","Lease Trade Value","Capital","CF-Q180AL"
"102-0017657-001","C","Lease Trade Value","Capital","CF-H180AL"
"102-0017657-001","C","Lease Trade Value","Capital","GIF-H180"
"102-0017657-001","C","Lease Trade Value","Capital","PCF-H180AL"
"102-0017657-001","C","OP Sales Item","Capital","OFP-2"
"102-0017657-001","C","OP Sales Item","Capital","K10021769"
"102-0017657-001","C","OP Sales Item","Capital","CV-190"
"102-0017657-001","C","OP Sales Item","Capital","CLV-190"
"102-0017657-001","C","OP Sales Item","Capital","CF-HQ190L"
"102-0017657-001","C","OP Sales Item","Capital","GIF-HQ190"
"102-0017657-001","C","OP Sales Item","Capital","GIF-H190"
"102-0017657-001","C","OP Sales Item","Capital","GIF-XP190N"
"102-0017657-001","C","OP Sales Item","Capital","GIF-2TH180"
"102-0017657-001","C","OP Sales Item","Capital","TJF-Q180V"
"102-0017657-001","C","OP Sales Item","Capital","MAJ-2056"
"102-0017657-001","C","OP Sales Item","Capital","GF-UE160-AL5"
"102-0017657-001","C","OP Sales Item","Capital","GF-UCT180"
"102-0017657-001","C","OP Sales Item","Capital","OEV-262H"
"102-0017657-001","C","OP Sales Item","Capital","PCF-H190DL"
"102-0017657-001","C","OP Sales Item","Capital","UM-2R-3"
"102-0017657-001","C","OP Sales Item","Capital","UM-3R-3"
"102-0017657-001","C","OP Sales Item","Accessory","MAJ-1657"
"102-0017657-001","C","OP Sales Item","Accessory","MAJ-1663"
"102-0017657-001","C","OP Sales Item","Accessory","MAJ-1918"
"102-0017657-001","C","OP Sales Item","Accessory","MAJ-1916"
"102-0017657-001","C","OP Sales Item","Accessory","OIS-09681"
"102-0017657-001","C","Oly.Third Party Item","Capital","ARIETTA 850"
"102-0017657-001","C","Oly.Third Party Item","Capital","AR850 ELASTOGRAPHY"
"102-0017661-001","C","OP Sales Item","Capital","MU-1"
"102-0017661-001","C","OP Sales Item","Capital","K10021764"
"102-0017661-001","C","OP Sales Item","Capital","MAJ-1430"
"102-0017661-001","C","OP Sales Item","Capital","CV-190"
